@relation churn-4000-v8_0.25

@attribute CreditScore[g][mv1.5][i] numeric
@attribute Geography[mv2] {France,Spain,Germany}
@attribute Gender[mv1.5] {Female,Male}
@attribute Age[c][mv2][i] numeric
@attribute Tenure[c][mv1.5][i] numeric
@attribute Balance[g][mv2] numeric
@attribute NumOfProducts[m][mv1.5][i] numeric
@attribute HasCrCard[mv2] {0,1}
@attribute IsActiveMember[g][mv1.5] {0,1}
@attribute EstimatedSalary[g][mv2] numeric
@attribute Exited[c][mv2] {0,1}

@data
756,France,Male,62,3,0,?,1,1,?,1
?,France,Male,?,4,89299.81,?,0,0,5558.47,1
671,Germany,?,47,7,114603.76,?,1,?,153194.32,1
672,?,Female,53,9,169406.33,4,1,1,147311.47,1
?,Germany,Female,47,10,?,1,1,0,165849.49,1
593,Germany,Female,32,9,134096.53,?,1,?,?,1
?,Germany,?,34,?,88815.56,?,1,0,68562.26,1
753,Germany,Male,44,3,138076.47,1,1,?,15523.09,1
?,Germany,Female,41,?,87541.06,?,1,?,12577.21,1
665,?,?,45,5,155447.65,2,?,0,?,1
?,Spain,Female,57,?,0,3,0,0,?,1
?,Spain,Male,?,6,104533.24,1,?,0,81123.59,1
580,?,Female,38,?,128218.47,1,1,?,125953.83,1
?,France,?,48,?,91246.53,1,1,0,60017.46,1
?,Spain,Female,?,3,161801.47,1,0,1,153288.97,1
648,?,Female,54,9,?,1,0,?,?,1
548,France,?,46,?,0,1,?,?,?,1
?,Germany,Female,?,9,119948.09,1,1,0,?,1
630,Germany,Female,51,0,?,3,0,0,88372.69,1
?,France,Male,40,2,0,4,?,1,106174.7,1
803,Germany,Female,?,8,98173.02,1,0,0,22457.25,1
404,Germany,Female,54,4,125456.07,?,1,0,?,1
?,Spain,Male,38,7,99842.5,2,1,0,?,1
673,France,Female,?,2,170061.92,2,0,0,134901.34,1
765,?,Female,56,1,?,?,1,?,13228.93,1
677,Germany,Male,28,?,143988,?,1,?,8755.69,1
558,France,?,41,6,0,?,?,1,143585.29,1
?,France,Female,31,6,0,1,1,1,16447.6,1
570,France,Female,29,?,?,1,1,?,131363.57,1
438,?,Female,54,2,0,1,?,0,191763.07,1
638,Spain,Female,55,2,?,1,0,1,108987.25,1
684,?,?,?,2,70291.02,1,1,1,115468.84,1
483,France,?,44,5,136836.49,1,1,0,192359.9,1
780,Germany,Female,37,10,95196.26,1,1,0,126310.39,1
?,France,Male,59,1,0,1,1,0,?,1
547,Germany,Male,50,3,81290.02,3,0,1,177747.03,1
556,France,Female,51,8,61354.14,1,1,0,198810.65,1
?,?,Female,53,5,98268.84,1,?,1,?,1
758,Germany,?,68,?,112595.85,1,1,?,?,1
523,Germany,Female,?,?,143903.11,1,?,?,118711.75,1
554,Germany,Female,?,0,108477.27,1,0,?,140003,1
556,France,Female,54,?,150005.38,?,?,?,157015.5,1
?,?,Female,42,1,?,1,1,1,?,1
686,Germany,Female,38,2,93569.86,3,0,?,10137.34,1
576,Germany,Female,71,6,140273.47,1,1,1,193135.25,1
?,France,Female,37,3,0,2,?,0,?,1
511,Germany,Female,40,9,124401.6,1,1,0,198814.24,1
?,France,?,43,0,80090.93,1,1,0,?,1
?,Germany,Female,37,2,128389.63,1,1,1,6589.16,1
?,Germany,?,48,?,131834.8,1,1,0,166476.95,1
739,Germany,Male,45,7,102703.62,1,?,1,147802.94,1
529,Germany,?,29,4,135759.4,1,?,?,112813.79,1
?,Spain,Male,36,?,0,3,1,?,74048.1,1
637,?,Female,?,7,130806.99,2,1,1,132005.85,1
626,France,?,?,7,141074.59,?,1,?,52795.56,1
581,Germany,?,26,3,105099.45,1,1,1,184520,1
?,Germany,Male,46,2,106344.95,?,1,0,114371.33,1
?,?,Male,54,3,144768.94,?,?,0,93336.3,1
611,Germany,Female,49,9,115488.52,2,1,1,138656.81,1
?,Germany,Female,37,5,?,3,1,0,?,1
535,Germany,?,48,5,134542.73,1,1,1,?,1
?,Germany,Male,55,0,98710.89,1,?,1,83617.17,1
739,?,Male,32,3,?,1,1,0,63981.37,1
792,?,Male,47,0,0,1,?,1,?,1
695,Spain,Male,56,?,0,?,1,0,?,1
549,France,?,52,1,0,1,?,1,8636.05,1
?,France,Female,51,7,136294.97,1,1,0,38867.46,1
634,?,Female,53,3,113781.5,2,1,1,106345.05,1
631,Germany,?,40,?,107949.45,1,1,0,52449.62,1
625,Spain,Female,57,7,0,?,?,0,?,1
535,France,Female,49,3,?,1,0,?,61820.41,1
788,Germany,Female,49,4,137455.99,?,?,?,184178.29,1
661,Spain,?,41,?,?,?,1,0,69586.27,1
692,Spain,Male,?,9,118945.09,1,0,?,16064.25,1
543,?,Female,?,1,106138.33,2,?,1,120657.32,1
?,Germany,Male,50,3,129370.91,4,1,?,47775.34,1
781,?,Female,27,?,186558.55,1,1,1,175071.29,1
545,Germany,?,60,?,128981.07,?,0,?,?,1
?,?,Female,39,9,137843.8,?,1,1,117622.8,1
632,Germany,Male,41,8,127205.32,?,1,0,93874.87,1
779,Spain,Female,?,?,?,1,1,?,22832.71,1
709,Germany,?,45,4,?,1,1,?,11.58,1
376,?,Female,29,4,115046.74,4,1,0,?,1
601,France,Male,46,2,99786.07,1,1,1,32683.88,1
?,Germany,Male,?,10,102980.44,?,1,0,1285.81,1
556,Germany,Male,?,9,145018.64,2,1,0,90928.02,1
?,France,Male,42,?,0,1,0,?,126353.13,1
?,Germany,Male,?,1,126817.13,2,1,1,29995.83,1
621,Germany,?,55,7,131033.76,1,0,?,75685.59,1
692,?,?,?,8,130701.29,?,1,0,59354.24,1
683,Germany,Female,43,4,115888.04,?,1,1,117349.19,1
486,Germany,Male,62,9,118356.89,?,?,?,168034.83,1
?,?,Female,33,9,104552.72,1,?,1,?,1
420,Germany,Female,?,1,?,?,0,0,149471.13,1
682,France,Female,52,5,112670.48,1,1,0,21085.17,1
597,?,Female,53,4,88381.21,?,?,0,?,1
?,Germany,Female,?,?,?,3,0,?,64157.24,1
615,?,?,36,6,0,1,1,1,?,1
796,Germany,Female,52,9,167194.36,1,1,?,62808.93,1
570,Germany,Female,?,5,129293.74,1,1,0,177805.44,1
525,Germany,Female,?,1,118087.68,1,?,0,88120.78,1
651,?,Female,45,?,95922.9,1,?,?,84782.42,1
729,?,?,42,7,0,2,1,?,58268.2,1
750,?,Female,34,9,112822.26,1,?,0,150401.53,1
550,Germany,Female,?,8,111257.59,?,0,?,97623.42,1
747,France,Female,?,5,139914.6,4,0,1,129964.56,1
648,Germany,Female,40,5,139973.65,?,1,1,?,1
?,?,?,43,?,?,?,1,0,32462.39,1
564,?,Female,36,7,206329.65,?,?,1,46632.87,1
777,?,Female,29,9,131240.61,?,1,1,163746.09,1
?,Spain,?,41,5,?,?,1,?,?,1
?,?,Male,?,?,0,?,?,1,125823.79,1
659,France,Female,56,?,123785.24,1,1,0,99504.03,1
622,France,Male,41,2,127087.06,1,1,0,102402.91,1
595,?,Male,52,9,0,1,?,1,106340.66,1
?,Germany,?,?,1,?,1,0,0,60231.74,1
524,Spain,?,?,5,0,1,1,?,136079.64,1
850,Germany,Male,?,8,?,?,0,1,51016.02,1
693,Germany,Female,43,1,121927.92,1,1,0,87994.95,1
?,France,Male,?,5,132084.66,3,1,1,54474.48,1
624,France,Male,42,3,?,1,1,0,72169.95,1
535,Spain,Female,?,5,122924.75,1,?,0,62390.59,1
548,Germany,Male,49,9,?,1,0,?,127022.87,1
604,France,Male,?,3,0,1,1,0,42171.13,1
?,France,Male,57,?,136325.48,2,1,1,72549.27,1
713,France,Male,33,?,94598.48,?,0,0,197519.66,1
524,?,?,?,?,159035.45,1,1,0,2705.31,1
850,?,?,?,2,128548.49,4,1,?,75478.95,1
507,Germany,Male,40,3,120105.43,?,?,0,92075.01,1
680,Germany,Male,?,4,108300.27,2,?,1,44384.57,1
546,France,?,?,2,0,1,1,0,137332.37,1
791,France,Female,44,?,?,2,?,1,?,1
628,Germany,Male,38,10,113525.84,?,1,0,46044.48,1
?,France,Female,?,?,?,?,0,?,52337.97,1
504,?,Female,46,2,163764.84,1,1,1,165122.55,1
653,Germany,Male,41,1,104584.11,1,1,0,?,1
745,?,Female,44,?,119638.21,1,1,?,34265.08,1
589,?,?,59,2,0,2,1,1,126160.24,1
532,France,Male,43,9,0,?,0,0,190573.91,1
767,?,?,47,2,?,1,1,?,48161.18,1
?,?,Male,57,9,95295.39,1,?,0,28434.44,1
730,?,?,47,7,0,1,1,0,?,1
781,France,Male,38,?,117810.79,1,?,?,65632.33,1
?,?,Male,37,9,122506.38,1,0,1,199693.84,1
520,Germany,Female,31,?,108914.17,1,1,1,183572.39,1
745,France,Female,?,9,0,?,1,0,?,1
682,France,Male,55,?,?,1,1,0,?,1
640,Spain,Male,?,9,172478.15,?,?,0,191084.4,1
741,Spain,Male,40,4,104784.23,1,?,0,135163.76,1
578,Germany,Female,38,4,113150.44,2,1,0,176712.59,1
?,France,Female,56,3,?,3,1,?,4176.17,1
711,Spain,Male,42,3,177626.77,3,?,?,16392.72,1
670,Germany,Male,40,2,164948.98,3,0,0,177028,1
805,Germany,Male,50,9,130023.38,?,?,0,62989.82,1
793,Spain,?,52,2,?,1,1,0,159123.82,1
850,?,Male,28,?,147972.19,?,1,0,60708.72,1
581,?,?,50,2,143829.2,2,?,0,181224.24,1
?,Germany,?,23,4,104753.84,2,1,0,56756.52,1
745,?,Female,32,2,0,4,0,1,?,1
?,Germany,Female,33,5,116765.7,?,?,0,190659.17,1
?,France,?,45,6,?,1,1,0,73881.68,1
757,France,?,?,?,0,1,1,1,22835.13,1
641,?,Female,?,9,?,?,?,0,151648.66,1
509,France,Female,46,1,0,1,1,0,?,1
500,France,Male,?,1,100374.58,1,1,0,?,1
521,?,Female,?,7,70731.07,?,1,1,?,1
568,Germany,Male,40,1,?,1,0,0,134600.94,1
?,France,?,55,3,44020.89,1,?,0,?,1
714,France,Female,52,?,0,1,0,1,144045.08,1
708,Germany,?,43,?,118994.84,1,?,0,181499.77,1
709,France,Female,43,8,0,2,0,0,?,1
553,?,Male,47,?,116528.15,1,0,0,145704.19,1
621,France,Male,?,0,?,1,1,1,?,1
640,France,Male,43,7,132412.38,?,0,0,69584.3,1
547,Spain,Female,44,5,0,3,0,0,5459.07,1
768,Germany,Male,37,9,?,1,1,0,?,1
736,?,?,?,7,117280.23,3,?,?,41921.06,1
716,France,Female,44,3,?,?,1,?,27341.63,1
601,France,Male,39,?,72647.64,1,1,?,41777.9,1
453,?,Female,40,1,111524.49,?,1,1,?,1
683,France,Female,42,4,148283.94,1,1,1,44692.63,1
659,?,?,42,?,?,1,0,0,162734.31,1
596,?,Male,?,2,131326.47,1,0,0,1140.02,1
711,Spain,Male,37,?,0,2,1,?,83978.86,1
?,?,?,49,?,?,?,1,0,82967.97,1
708,?,Male,34,3,0,1,0,1,121457.88,1
850,?,Male,?,?,206014.94,2,?,?,42774.84,1
?,France,Male,48,7,?,1,1,0,?,1
648,Spain,Male,49,5,0,1,?,?,?,1
640,Germany,?,43,?,94752.49,1,1,?,184006.36,1
675,?,?,38,6,68065.8,1,0,0,138777,1
544,Germany,Male,44,2,108895.93,1,0,0,69228.2,1
468,France,Female,56,10,0,3,0,1,62256.87,1
544,France,Male,48,10,78314.63,3,?,?,103713.93,1
686,Spain,Female,47,6,0,?,?,?,?,1
651,Germany,?,34,10,148962.46,?,1,0,66389.43,1
790,Spain,?,46,8,182364.53,1,0,?,139266.48,1
720,Germany,Male,60,9,115920.62,?,0,0,157552.08,1
443,Germany,Male,?,4,?,1,1,0,72846.58,1
?,?,Male,46,?,174701.05,1,1,0,90189.72,1
747,?,Male,42,4,80214.36,1,1,0,?,1
635,France,Female,?,10,123497.58,1,1,0,131953.23,1
560,Spain,Female,43,4,95140.44,?,1,0,123181.44,1
779,France,Female,29,3,46388.16,3,?,?,127939.26,1
612,Spain,Female,63,?,131629.17,2,1,?,122109.58,1
736,Germany,?,36,8,?,1,1,1,110035.88,1
520,France,Female,39,?,73493.17,?,0,?,109626.13,1
?,Germany,Female,49,7,155393.98,?,1,0,13308.2,1
628,Germany,Male,50,4,122227.71,1,?,1,14217.77,1
739,?,?,58,1,110597.76,1,0,1,160122.66,1
706,Spain,Male,30,6,87609.68,2,0,0,137674.55,1
?,France,Female,68,2,183555.24,1,?,?,?,1
?,France,Male,44,9,175303.06,1,1,0,65500.53,1
?,France,?,52,?,139781.06,?,?,0,27445.4,1
578,Spain,?,40,6,63609.92,1,0,0,74965.61,1
748,Germany,Male,?,2,?,1,0,0,73853.94,1
547,Germany,Male,?,3,151191.31,1,1,?,?,1
613,?,Female,?,7,147262.11,1,1,1,53630.9,1
683,Germany,?,?,5,162448.69,?,0,0,9221.78,1
?,Spain,?,43,?,?,2,0,1,94811.85,1
?,Spain,Male,43,?,?,1,1,0,12156.93,1
850,Germany,Female,70,1,96947.58,3,?,0,62282.99,1
789,France,Female,?,1,158271.74,1,1,1,5036.39,1
516,Germany,Female,?,9,128298.74,1,0,0,149614.17,1
?,?,?,?,6,0,?,0,0,125154.57,1
444,France,?,45,6,?,1,1,0,130009.85,1
751,?,Female,48,4,0,1,0,?,30165.06,1
?,Germany,Female,36,6,98088.09,1,0,?,26687.22,1
540,?,Male,?,4,0,3,1,?,?,1
747,?,?,?,1,130788.71,1,0,1,?,1
694,Spain,Female,35,7,0,1,1,0,133570.43,1
647,Germany,Male,?,4,93960.35,1,1,0,36579.53,1
664,?,Female,44,8,142989.69,1,?,?,115452.51,1
?,France,Female,24,3,0,1,1,1,198826.03,1
515,France,Male,48,5,129387.94,1,0,?,?,1
461,France,Male,51,9,119889.84,1,0,0,56767.67,1
588,?,Female,40,?,125534.51,1,1,0,121504.18,1
608,France,Male,50,6,0,1,1,?,93568.77,1
669,?,Female,44,8,96418.09,1,0,0,131609.48,1
796,?,Male,?,6,94231.13,1,?,0,121164.6,1
?,Spain,Male,45,4,?,1,0,1,?,1
?,France,?,?,5,124151.09,?,1,0,88705.14,1
?,Spain,Female,?,1,0,1,1,?,182784.11,1
630,Germany,Male,29,6,?,?,0,1,?,1
?,?,Male,46,4,113625.93,?,0,0,92727.42,1
706,?,Male,67,1,123276.69,?,?,?,86507.88,1
758,?,Female,61,?,125397.21,1,?,?,182184.09,1
614,Germany,Female,44,?,?,?,1,0,133591.11,1
652,?,Male,46,10,?,3,1,0,151481.86,1
617,Germany,Female,?,?,?,2,?,0,175324.74,1
550,Germany,Male,33,4,118400.91,1,0,1,13999.64,1
635,?,Male,53,8,117005.55,1,?,1,?,1
619,?,Male,57,?,?,1,1,1,?,1
502,?,Female,?,3,101465.31,?,?,0,?,1
699,?,Male,22,?,99339,1,1,0,?,1
782,?,Male,34,9,0,1,1,?,?,1
665,Germany,Male,63,7,?,1,1,1,25165.36,1
706,?,Female,47,10,144090.42,1,1,0,140938.95,1
617,France,Female,28,0,0,2,?,1,7597.83,1
809,Germany,Male,?,10,118098.62,1,1,1,100720.02,1
740,?,?,?,9,0,?,0,1,96528,1
544,France,Female,26,?,0,1,1,0,100200.4,1
537,?,?,?,7,158621.04,?,1,0,120892.96,1
?,Germany,Male,45,?,156353.46,1,1,0,?,1
628,Spain,?,55,7,0,?,?,0,85890.75,1
608,Germany,Male,?,7,114203.47,1,1,1,77830.36,1
724,Germany,Male,?,4,88046.88,1,0,1,186942.49,1
?,?,Male,?,4,124425.99,1,?,0,118545.49,1
?,?,Male,45,?,131038.14,?,1,0,74005.04,1
742,Germany,Male,55,?,155196.17,?,0,1,?,1
791,Germany,Female,42,10,113657.41,2,?,1,139946.68,1
637,Germany,Male,?,1,122185.53,1,?,0,102566.46,1
?,Germany,Male,?,?,150836.92,1,0,0,64516.8,1
552,France,Male,42,9,?,2,1,?,?,1
704,?,Female,54,6,133656.91,3,1,0,145071.33,1
656,Germany,Female,49,?,?,?,1,0,74771.22,1
738,Germany,Female,40,6,114940.67,2,1,1,?,1
690,?,Male,?,5,0,1,?,0,12847.61,1
768,Germany,Female,47,?,104552.61,?,?,0,48137.08,1
737,?,Male,?,9,0,1,0,1,188670.9,1
?,France,Female,58,4,0,1,1,1,62449.07,1
597,Germany,Female,22,6,101528.61,1,1,0,70529,1
714,?,Female,51,4,88308.87,?,0,?,5862.53,1
550,France,Female,40,8,150490.32,?,0,0,166468.21,1
698,?,?,56,1,112414.81,2,0,0,93982.02,1
?,France,Female,?,1,143443.61,1,?,?,196622.28,1
800,?,Female,40,5,?,1,1,0,98640.15,1
?,France,?,46,1,91857.66,1,?,0,101954.78,1
603,Spain,?,42,8,91611.12,1,0,?,?,1
?,France,Female,?,?,?,?,?,?,?,1
573,Spain,Male,50,0,?,?,0,?,?,1
476,Germany,Female,34,8,111905.43,1,0,1,197221.81,1
547,Germany,?,39,6,74596.15,3,1,1,?,1
599,Spain,?,?,4,51690.89,1,1,0,111622.76,1
557,France,Female,?,7,49572.73,1,1,0,115287.99,1
631,Germany,Male,37,?,?,?,0,?,152422.91,1
588,Germany,Female,30,0,?,?,?,?,5790.9,1
?,Germany,Male,?,6,143350.41,?,1,1,192070.16,1
702,France,?,?,?,?,1,0,0,9712.52,1
807,France,Female,47,?,167664.83,?,0,0,?,1
?,?,Male,47,?,110022.74,?,0,1,?,1
563,Germany,Male,?,2,100520.92,1,?,1,19412.8,1
622,Spain,Female,46,4,?,2,1,1,30984.59,1
778,France,Female,33,9,151772.63,2,?,0,?,1
601,France,Female,43,2,0,1,?,0,49713.87,1
719,France,Female,?,4,0,1,?,0,28465.86,1
637,Germany,?,?,2,143500.82,1,1,0,?,1
693,Germany,?,44,?,124601.58,2,1,?,46998.13,1
850,France,Male,63,8,169832.57,1,0,?,184107.26,1
?,Spain,?,61,?,129855.72,2,1,0,170214.82,1
567,France,Female,47,2,0,1,?,0,110900.43,1
?,Germany,?,28,?,?,1,1,0,?,1
698,Spain,?,50,1,?,4,1,0,88566.9,1
?,Germany,?,47,4,152522.47,1,0,1,164038.07,1
584,?,?,48,2,213146.2,1,1,0,75161.25,1
637,Germany,?,50,?,?,?,0,1,?,1
?,?,Female,?,9,23503.31,?,0,1,169862.01,1
536,France,Female,61,8,65190.29,1,?,?,?,1
597,Spain,Female,30,?,119370.11,1,1,1,182726.22,1
770,?,Female,33,?,0,?,1,?,26080.54,1
626,Germany,Male,39,10,132287.92,3,1,?,51467.92,1
?,Spain,Male,48,2,0,?,1,0,?,1
526,France,Male,52,8,93590.47,?,0,1,?,1
711,France,Male,51,7,0,3,1,?,38409.79,1
571,Germany,?,37,9,139592.98,?,1,?,104152.65,1
?,Germany,?,?,?,95560.04,1,?,0,72628.84,1
655,Germany,?,40,0,81954.6,1,1,1,198798.44,1
716,France,?,?,7,65971.61,2,1,0,14608,1
?,Germany,Female,55,2,140891.46,?,?,1,179834.45,1
773,Spain,Male,51,4,0,2,0,0,123587.83,1
687,?,Female,44,?,0,2,0,0,?,1
?,Germany,?,37,3,?,1,1,?,110359.68,1
628,Germany,Female,51,10,115280.49,2,0,?,?,1
423,France,?,36,5,97665.61,1,1,?,118372.55,1
?,France,Female,39,0,?,2,1,0,53222.15,1
739,?,Male,40,5,149131.03,?,1,1,60036.99,1
?,Germany,Male,57,8,107174.58,?,1,1,?,1
600,France,Female,37,4,0,?,1,0,7312.25,1
?,Spain,Female,36,4,?,1,0,0,131173.9,1
499,France,Female,?,?,0,?,0,0,131372.38,1
?,Spain,?,?,1,146202.93,1,1,?,126688.83,1
579,?,Female,35,1,?,2,0,1,8590.83,1
?,Germany,?,?,6,84445.68,3,0,?,?,1
625,France,Male,?,9,108546.16,?,?,?,133807.77,1
?,Germany,?,46,5,?,1,?,0,104016.61,1
?,Spain,Female,46,4,?,?,1,?,58667.16,1
753,?,Female,40,0,3768.69,2,1,0,177065.24,1
698,Spain,Female,47,6,?,1,?,0,?,1
756,?,Female,60,3,115924.89,1,?,0,93524.19,1
682,?,?,?,?,101012.77,1,?,?,32589.89,1
525,France,?,59,?,55328.4,?,1,0,83342.73,1
642,France,Male,48,9,118317.27,4,0,?,?,1
556,?,?,38,8,?,2,0,?,?,1
534,France,?,62,2,0,2,0,0,42763.12,1
575,?,Male,36,7,0,1,1,?,55868.97,1
562,France,Female,?,1,124662.54,1,1,?,65390.46,1
?,France,Male,65,?,38340.02,1,1,?,32607.77,1
684,?,Male,?,4,207034.96,?,0,?,157694.76,1
689,France,Male,22,?,136444.25,1,1,0,?,1
620,France,?,?,3,?,2,?,0,?,1
715,?,Female,34,9,?,1,0,?,?,1
515,France,Female,58,2,?,1,1,0,81436.68,1
589,Germany,Male,?,7,119961.48,1,?,0,65156.83,1
691,?,Female,?,8,109153.96,3,1,1,148848.76,1
690,Germany,Male,43,2,?,1,?,0,119644.59,1
538,Spain,?,49,9,141434.04,1,0,0,173779.25,1
726,Germany,Female,51,?,107494.86,?,1,?,140937.91,1
?,France,Male,?,0,178058.06,2,?,1,21063.71,1
694,Germany,?,58,1,143212.22,1,0,0,102628.56,1
764,?,Male,34,6,108760.27,?,1,0,?,1
?,?,?,47,9,?,1,1,0,61315.37,1
?,Spain,Male,?,?,0,1,1,0,199290.68,1
842,France,Female,?,4,132446.08,2,1,0,?,1
550,Germany,?,52,5,121016.23,?,1,1,41730.37,1
579,Germany,?,50,?,?,1,0,1,192146.63,1
?,Germany,Female,37,9,?,1,?,0,143096.49,1
666,Spain,Female,?,5,0,1,?,?,?,1
612,Germany,?,44,2,115163.38,1,?,1,97677.52,1
528,Germany,?,46,9,135555.66,1,?,0,133146.03,1
568,Germany,Male,43,5,87612.64,4,1,?,?,1
?,Germany,Male,50,2,125845.66,1,1,0,9439.31,1
?,France,Female,30,10,?,1,1,0,97045.32,1
655,?,Female,41,5,0,1,0,0,36548,1
774,France,Male,53,?,?,1,?,1,153887.93,1
737,?,?,?,1,125537.38,?,?,?,138510.01,1
710,?,Female,51,4,93656.95,1,0,1,141400.51,1
660,Spain,Female,42,5,0,3,1,1,189016.24,1
565,Germany,Male,?,?,97720.35,2,1,0,175070.94,1
?,France,?,?,?,152759,?,1,0,133167.11,1
661,Germany,Female,?,?,128751.65,2,1,0,189398.18,1
?,Spain,?,31,6,0,1,1,0,146213.75,1
566,Germany,Female,?,1,123042,1,1,?,66245.44,1
628,Germany,Male,39,1,115341.19,?,?,1,107674.3,1
742,?,Female,36,?,?,2,?,?,47271.61,1
645,France,?,31,7,?,2,1,?,?,1
481,?,Female,57,?,?,3,1,1,169719.35,1
841,?,?,52,?,112383.03,?,1,0,85516.37,1
666,France,Male,43,?,137780.74,?,1,1,?,1
793,France,Male,?,2,0,?,?,0,193817.63,1
?,Spain,?,45,0,57784.22,1,1,0,?,1
532,Germany,Male,52,9,137755.76,?,1,?,163191.99,1
553,Germany,Male,46,?,82291.1,1,1,0,112549.99,1
528,Germany,Female,62,7,133201.17,1,0,0,168507.68,1
?,Germany,?,56,9,94348.94,1,1,?,29239.29,1
559,France,?,49,2,?,1,1,?,120540.83,1
723,Germany,Female,68,3,110357,1,0,?,141977.54,1
538,?,Female,62,3,75051.49,?,0,0,17682.02,1
740,Germany,?,?,3,113386.36,2,1,?,65121.63,1
530,France,Male,?,?,?,1,0,0,109960.4,1
584,?,Female,37,10,?,?,1,1,70927.11,1
743,Spain,Male,41,7,0,?,1,0,163736.09,1
720,France,Female,?,1,102882.4,?,1,1,?,1
691,?,Female,37,7,123067.63,1,?,?,98162.44,1
695,France,Female,50,8,0,?,1,0,126381.6,1
770,Germany,Male,45,4,110765.68,1,1,0,26163.74,1
?,?,Female,31,3,?,?,?,1,146339.27,1
683,Spain,Male,?,?,95053.1,1,1,?,116816.54,1
751,Germany,Female,51,7,148074.79,1,1,0,146411.41,1
552,Germany,Female,42,8,103362.14,1,?,?,186869.58,1
576,France,Male,?,9,70655.48,1,0,?,78955.8,1
850,Spain,?,44,7,?,1,1,?,104240.77,1
?,Spain,?,56,8,?,2,0,1,161802.82,1
668,?,Male,56,9,110993.79,1,?,?,134396.64,1
?,Spain,Male,33,5,69478.57,?,1,0,8973.67,1
?,Germany,Male,30,?,142910.15,1,?,0,105890.55,1
?,?,Female,55,9,117294.12,4,1,0,94187.47,1
?,Spain,Male,60,7,124447.73,1,?,1,?,1
798,France,Female,60,6,96956.1,1,1,?,31907.44,1
762,Germany,Male,?,10,?,3,1,1,77142.42,1
447,France,Male,41,?,0,?,1,?,?,1
580,Germany,?,?,8,103741.14,?,?,0,47428.73,1
733,?,Male,34,3,100337.96,3,1,0,48559.19,1
?,?,?,46,0,89087.89,?,?,1,87941.85,1
720,Spain,Female,59,6,?,2,1,1,?,1
684,?,?,?,3,?,1,?,0,?,1
689,France,Male,47,1,?,?,?,0,156878.42,1
785,Spain,Female,54,1,0,2,1,0,?,1
537,?,Female,46,?,100727.5,1,?,1,?,1
771,France,Female,?,?,0,1,0,0,85876.67,1
?,?,Female,56,7,0,?,1,0,?,1
625,France,Female,51,4,?,2,1,0,?,1
?,Germany,Female,55,?,?,1,?,0,160526.36,1
699,?,?,64,9,113109.52,1,1,?,?,1
584,?,Female,?,1,77354.37,1,0,0,138192.98,1
647,Germany,Female,?,1,119741.77,2,?,?,54954.51,1
668,Germany,?,47,7,?,?,?,1,157959.02,1
688,Germany,?,35,?,111578.18,?,?,?,166165.93,1
850,?,Male,58,?,156652.13,1,?,0,25899.21,1
637,?,Male,51,1,104682.83,?,1,?,55266.96,1
?,France,Female,49,7,?,3,?,1,?,1
553,Spain,Female,48,3,0,1,?,1,30730.95,1
687,Spain,Female,?,?,0,3,0,?,?,1
844,Spain,Male,56,5,?,?,0,1,?,1
645,Germany,Female,41,?,138881.04,1,1,?,?,1
?,?,Male,?,2,0,1,1,?,149583.67,1
?,?,Male,31,?,0,1,1,0,?,1
487,Germany,Female,46,?,135070.58,2,1,1,?,1
?,Germany,?,50,1,102645.48,1,1,0,168359.98,1
723,Germany,Female,49,?,153855.52,1,?,1,180862.26,1
?,France,Female,?,5,118590.41,1,1,?,5684.17,1
547,Germany,?,42,1,142703.4,1,?,0,86207.49,1
?,Spain,Female,25,?,86605.5,3,1,?,?,1
?,Germany,Male,?,1,169743.83,1,0,0,155850.4,1
?,Spain,Male,57,6,?,2,1,1,87412.24,1
?,France,Male,43,?,0,2,0,0,113079.19,1
686,France,?,41,?,128876.71,?,?,1,106939.34,1
753,Spain,Male,?,?,79811.72,2,?,?,68260.27,1
638,Germany,Male,27,4,135096.05,1,1,1,186523.72,1
531,France,Female,53,5,127642.44,1,?,?,141501.45,1
757,?,Male,57,3,89079.41,1,1,1,53179.21,1
?,Germany,Male,56,?,151802.29,1,?,0,?,1
662,Spain,?,35,6,?,?,0,0,2423.9,1
595,?,Female,44,4,96553.52,2,1,0,143952.24,1
?,France,Male,?,8,?,1,?,0,65501.91,1
649,Germany,Female,?,?,?,1,1,?,106655.88,1
507,Germany,Male,36,9,118214.32,3,?,?,119110.03,1
647,?,?,26,?,109958.15,1,?,1,136592.24,1
?,?,Male,?,7,106261.63,1,1,0,93629.66,1
616,France,Male,37,5,144235.73,2,?,0,?,1
?,Germany,Male,37,9,?,?,1,1,?,1
681,?,Male,43,3,66338.68,1,1,1,18772.5,1
627,?,Female,41,6,0,3,1,1,138700.75,1
554,?,Female,43,2,120847.11,1,1,?,?,1
695,?,Female,53,8,95231.91,1,0,0,70140.8,1
592,Germany,Female,70,?,71816.74,2,?,0,105096.82,1
580,?,Female,56,1,131368.3,1,1,0,106918.67,1
738,Germany,?,?,9,148384.64,1,0,0,155047.11,1
735,Germany,Female,43,?,98807.45,1,0,0,184570.04,1
?,Germany,Female,39,5,?,1,1,0,173683,1
637,?,Female,45,2,157929.45,1,1,1,145134.49,1
625,France,?,?,3,0,2,?,0,41295.1,1
708,Spain,?,?,5,?,3,0,1,112520.07,1
616,France,Male,44,5,?,1,0,1,178235.37,1
